,Author,Level Name,Difficulty,Ratings,Size (MBs),Downloads,Release Date
321,Neltharion,Don't obey the Virus,,4.61,65,1436,16-Dec-2019
322,DavideBre,LB Advent Calendar 2019 - Christmas Treasure Hunt,medium,7.83,66,1944,10-Dec-2019
323,tombraiderxii,LB Advent Calendar 2019 - A Celtic Christmas Memory,,8.80,127,2358,07-Dec-2019
324,Talos,LB Advent Calendar 2019 - Echoes of the Past,easy,8.11,81,2134,02-Dec-2019
325,Plesiosaur,Tomb of the Evil Queen,,6.18,82,1739,20-Nov-2019
326,Inchdix,Amber Life,medium,9.02,288,4973,20-Nov-2019
327,Cowboy,Fading Light 2,challenging,9.74,460,9885,05-Nov-2019
328,constantine,Create a Classic 2019 - The Harp of Dagda,easy,7.11,32,1485,05-Nov-2019
329,SrDanielPonces,Create a Classic 2019 - Hostile Waters,medium,9.49,60,4171,05-Nov-2019
330,AgentXP,Create a Classic 2019 - Vacation of the Tomb Raider,challenging,9.64,144,4886,05-Nov-2019
331,dinne,Create a Classic 2019 - The Russian Base,challenging,8.70,79,2448,05-Nov-2019
332,LOTRKingluis,Create a Classic 2019 - Chronicles Memories - All Roads lead to Rome,easy,8.36,52,1885,05-Nov-2019
333,DCW123,Create a Classic 2019 - Lost Library of Demetrius,easy,7.44,85,1763,05-Nov-2019
334,Croftyboy,Create a Classic 2019 - Green Adventure,medium,5.35,33,1137,05-Nov-2019
335,LoreRaider,Create a Classic 2019 - Puna's Revenge,challenging,9.54,86,4627,05-Nov-2019
336,piano_raider,Create a Classic 2019 - In the Highlands,medium,7.28,34,1421,05-Nov-2019
337,Dreamfall,Create a Classic 2019 - Tomb of Thoth,very challenging,8.20,28,1277,05-Nov-2019
338,Sabatu,Create a Classic 2019 - The Pyramid of Horus,medium,8.89,49,2464,05-Nov-2019
339,Reggie,Create a Classic 2019 - Lost in the Amazon,medium,8.68,105,3055,05-Nov-2019
340,tombraiderxii,Create a Classic 2019 - Sleeping with the Fishes,medium,9.12,52,2259,05-Nov-2019
341,911,Create a Classic 2019 - Rome Streets Mystery,easy,6.63,48,1670,05-Nov-2019
342,Baslakor,Create a Classic 2019 - Legacy of the Scion,medium,9.11,38,2910,05-Nov-2019
343,Neltharion,Create a Classic 2019 - Strange Catacombs,easy,5.04,30,1011,05-Nov-2019
344,PhryneCroft,Create a Classic 2019 - Monastery of Talion,medium,9.03,160,3068,05-Nov-2019
345,Osvaldo,Create a Classic 2019 - Abandoned Cathedral,medium,5.53,27,1033,05-Nov-2019
346,Franky,Lara against the Borg,,6.69,175,2228,01-Nov-2019
347,DJ Full,Castle Rotenherringstein,challenging,9.50,68,3558,28-Oct-2019
348,MBog,Hollywood Mini Adventures - Ninja,,7.59,69,1580,15-Oct-2019
349,Igor Gois,The Myth of Khonsu,challenging,6.46,240,3128,11-Oct-2019
350,Cally,Laura Croft,,4.94,28,998,24-Sep-2019
351,StormChaser,A Highland Winter,challenging,7.93,197,3401,24-Sep-2019
352,Neltharion,Ice Carbon Diablo X,easy,4.61,30,974,24-Sep-2019
353,levyhgb,Tomb Raider: North Pole Adventure - The Arctic,,7.04,181,2962,24-Sep-2019
354,Opaque79,Dino Temple,,7.25,22,2096,24-Sep-2019
355,Sponge,A Very Bad Grund,medium,9.46,91,5452,13-Sep-2019
356,Clara,A Very Bad Grund,medium,9.46,91,5452,13-Sep-2019
357,Franky,Earth Attack,,7.16,281,3090,11-Sep-2019
358,Neltharion,Guarida,easy,5.52,28,1039,10-Sep-2019
359,DaroRaider,Icon of Sin (Demo),,7.64,34,1269,09-Sep-2019
360,Jose,Recovering the Starship,,9.33,91,2081,09-Sep-2019
361,Fresztof,Maze,,4.18,26,978,29-Aug-2019
362,Osvaldo,A Weird Place,,6.72,27,965,29-Aug-2019
363,thewolf,Snowy Glacier,,8.72,38,2704,29-Aug-2019
364,piano_raider,The Vagrant's Villa Mortal 2 revised,,7.50,85,2372,12-Aug-2019
365,Osvaldo,Area -2,,5.90,46,1439,01-Aug-2019
366,Perceiver,Kartvelishvili,,9.25,142,4199,19-Jul-2019
367,StormChaser,Nevada Adventure,easy,7.75,164,3805,03-Jul-2019
368,Melvin Hall,A Spooky Tomb,,8.08,30,2182,03-Jul-2019
369,Dino,Don't Kill The Monkeys!,,9.58,171,6506,03-Jul-2019
370,Gabriel Oliveira,Tomb Raider 2: Legend Of Xian (Demo),,8.13,83,4221,25-Jun-2019
371,Opaque79,Dino Caves,,7.34,22,1540,11-Jun-2019
372,Franky,The Replicants Planet,,7.07,233,2758,11-Jun-2019
373,Rudolf,The Coast of France,,8.89,147,3434,11-Jun-2019
374,Ruu11,Castle Kriegler - Part 1,,7.68,152,3450,31-May-2019
375,Sabatu,Mystery of the Lost Pyramid,medium,9.36,159,6744,24-May-2019
376,Reggie,Fragments of Destiny - Episode 1 - Laras Home,medium,7.20,197,3716,22-May-2019
377,Ex Core Design,Escape from the Dragons Lair,medium,9.11,27,3284,14-May-2019
378,LionGirl_90,Egyptian Paradise,,5.20,33,1179,14-May-2019
379,Osvaldo,Tombs of London,,7.53,42,1421,07-May-2019
380,abbath81,The 4 Secrets,medium,6.84,46,1316,07-May-2019
381,leveldesigner1,Prison Break / Chemical Factory,,5.59,174,2606,07-May-2019
382,Dustie,The Vagrant's Journey to Sumeria Remake,,7.42,27,1308,07-May-2019
383,Neltharion,Another Adventure,medium,6.31,66,1459,01-May-2019
384,Osvaldo,Another Adventure,medium,6.31,66,1459,01-May-2019
385,GMac,Imprisoned Spirits Forever,,9.33,136,3090,01-May-2019
386,Ranpyon,The Dragon Pearl,medium,9.10,166,4260,25-Apr-2019
387,Greywolf,Aspidetr Easter Time 2019 - The Tree of Life,,7.42,34,1449,20-Apr-2019
388,Osvaldo,Return to Tinnos,,6.41,49,1455,09-Apr-2019
389,Max,Tomb Raider: Above the Horizon (Demo),challenging,9.54,354,8509,09-Apr-2019
390,Mystery-King,The Ruins of Kaitelbu-Ra,,8.08,24,1787,20-Mar-2019
391,PhryneCroft,Tomb Raider - The Discovery,medium,9.26,117,4275,04-Mar-2019
392,Osvaldo,Day on the Train,,5.60,32,1315,28-Feb-2019
393,Osvaldo,Temple of Lud,challenging,7.86,53,1692,19-Feb-2019
394,Sabatu,Secret of Mount Parnassus,easy,8.36,49,3107,11-Feb-2019
395,Feder,The Swamp,medium,9.07,18,3719,11-Feb-2019
396,Bigfoot,Tears of a Ptolemaic Dynasty - Chapter I - Nimiha'Bi,medium,9.48,246,5705,10-Feb-2019
397,Osvaldo,A Day in the Jungle,,6.64,41,1306,31-Jan-2019
398,LionGirl_90,Snow Adventure,,4.33,26,1029,31-Jan-2019
399,StormChaser,Highland Adventure,medium,7.65,171,2965,31-Jan-2019
400,Franky,The Replicants Spaceship,,7.61,202,2550,31-Jan-2019
401,Osvaldo,The Hidden Artefact,medium,7.04,46,1359,21-Jan-2019
402,Osvaldo,Base P-Cero,,5.92,29,1138,15-Jan-2019
403,Osvaldo,Temple of Tinnos,,7.30,39,1473,01-Jan-2019
404,SrDanielPonces,Tomb Raider: Anniversary II - Definitive Demo,medium,9.11,153,10166,01-Jan-2019
405,Bojrkraider,Tomb Raider: Anniversary II - Definitive Demo,medium,9.11,153,10166,01-Jan-2019
406,LoreRaider,LB Advent Calendar 2018 - Another Winter Forest,,9.23,88,4880,25-Dec-2018
407,Jesus C.Croft,LB Advent Calendar 2018 - Another Winter Forest,,9.23,88,4880,25-Dec-2018
408,AgentXP,LB Advent Calendar 2018 - Another Winter Forest,,9.23,88,4880,25-Dec-2018
409,tombraiderxii,LB Advent Calendar 2018 - Another Winter Forest,,9.23,88,4880,25-Dec-2018
410,Sponge,LB Advent Calendar 2018 - Another Winter Forest,,9.23,88,4880,25-Dec-2018
411,Dreamfall,LB Advent Calendar 2018 - Late for Christmas,medium,9.03,59,2355,23-Dec-2018
412,StudBuddha,Underground Water Drain Facility,,6.17,55,2043,21-Dec-2018
413,tombraiderxii,LB Advent Calendar 2018 - Croftmas Manor,medium,9.14,195,4725,17-Dec-2018
414,mugs,LB Advent Calendar 2018 - A Summer Adventure,,9.18,78,2967,10-Dec-2018
415,Talos,LB Advent Calendar 2018 - The Prophet's Trail,easy,8.25,63,1765,05-Dec-2018
416,LionGirl_90,The Mystic Temple,,5.13,30,1097,27-Nov-2018
417,Perceiver,Remnants of Darkness,medium,7.63,112,2535,18-Nov-2018
418,Mohrruebe,Incan Ruined City,,8.42,53,2135,12-Nov-2018
419,Osvaldo,A Room,,3.69,38,1097,10-Nov-2018
420,Osvaldo,The Lost Castle,easy,6.88,36,1217,10-Nov-2018
421,LionGirl_90,Baboon Temple,,4.31,24,996,05-Nov-2018
422,Osvaldo,Playable Tutorial Level revised,easy,5.52,29,1250,01-Nov-2018
423,Colin Benson,Lara's Computer,,7.72,76,1786,29-Oct-2018
424,Opaque79,Jurassic Jungle,,7.96,36,1651,23-Oct-2018
425,Danath,The Ancient Jade Mask (Demo),,7.92,19,1609,23-Oct-2018
426,Franky,Return to Atlantis,,6.89,344,4127,02-Oct-2018
427,Feder,Templars Secret,challenging,9.65,127,6752,30-Sep-2018
428,StormChaser,The Lost Ruby,,6.69,163,2987,22-Sep-2018
429,Gabriel Oliveira,The Forbidden Tomb,medium,8.29,58,2956,21-Sep-2018
430,AgentXP,ORC18 - Gateway to Atlantis,medium,9.14,99,3374,15-Sep-2018
431,Baslakor,ORC18 - Lara in a Dream,,2.15,20,1262,15-Sep-2018
432,Bigfoot,ORC18 - Heir of Sharabhang,medium,9.15,114,3414,15-Sep-2018
433,Dreamfall,ORC18 - The Witch's Blow,,7.66,48,1552,15-Sep-2018
434,Feder,ORC18 - Trapped in Venice,medium,7.98,17,2294,15-Sep-2018
435,LoreRaider,ORC18 - The Ancient Hourglass,medium,9.27,62,3131,15-Sep-2018
436,SrDanielPonces,ORC18 - Maria Dorias Lost Treasure,medium,8.67,22,2060,15-Sep-2018
437,Titak,ORC18 - Xumongkh,medium,9.38,120,6697,15-Sep-2018
438,Tombraider95,ORC18 - Tibetan Monastery,medium,8.49,50,2904,15-Sep-2018
439,Topixtor,ORC18 - The Alaska Incident,,8.33,27,1904,15-Sep-2018
440,Osvaldo,The Unknown Artifact of the Unknown Temple,,6.28,32,1047,10-Sep-2018
441,LOTRKingluis,Chronicles Memories - The Cursed Templar,medium,8.69,62,2539,10-Sep-2018
442,JesseG,The Wolf Pack - Part 2,medium,9.09,80,2012,23-Aug-2018
443,Nick21,Intef Vs Writings,,7.41,34,2012,19-Aug-2018
444,Osvaldo,Area -1,,6.48,32,1280,10-Aug-2018
445,Nika,The First Classic Basic,easy,1.30,25,1030,08-Aug-2018
446,Osvaldo,The Golden Skull,medium,7.00,51,1643,29-Jul-2018
447,Opaque79,Temple Sewer,easy,7.36,21,1553,17-Jul-2018
448,StudBuddha,Tomb Raider - Book of Life (Demo) - The Temple of Duality,,5.58,43,1516,17-Jul-2018
449,Adriel,Oasis of the Primordials,,8.50,74,2678,17-Jul-2018
450,Franky,Lost World (Mondo Perduto),,5.81,151,2595,11-Jul-2018
451,rufierto,Return to the Pacific - Dutchys Rescue,,9.27,265,7040,06-Jul-2018
452,Lima,Dark City - Part 2 (Demo),,9.53,173,4302,26-Jun-2018
453,Tombraider95,Tomb Raider II Revised - Part 1,,9.34,991,30693,24-Jun-2018
454,Osvaldo,The Lost Trident,,6.42,31,1370,23-Jun-2018
455,Opaque79,Return to Greece,medium,7.25,17,1671,23-Jun-2018
456,thewolf,The Untold Adventure,,8.07,41,3455,21-Jun-2018
457,Osvaldo,The Electric Crystal,medium,7.98,46,3081,12-Jun-2018
458,Johny Ptacek,Tomb Raider: Afterlife (Part 1),,7.62,199,7187,05-Jun-2018
459,Kitkat,BtB2018 - On the Edge of Forever,,7.63,70,1106,04-Jun-2018
460,Mr XY,BtB2018 - Hope of Meridian,challenging,9.42,87,2589,04-Jun-2018
461,Tolle87,BtB2018 - The Frayed Ends of Sanity,,8.70,102,821,04-Jun-2018
462,Lara Croft,BtB2018 - Laras Answer: 42!,,8.61,101,895,04-Jun-2018
463,Die Basis,BtB2018 - Lost in Space,,8.00,68,1016,04-Jun-2018
464,LoreRaider,BtB2018 - The World of the 3 Wonders,,8.25,99,915,04-Jun-2018
465,matrix54,BtB2018 - Renaissance,,9.04,87,1479,04-Jun-2018
466,AgentXP,BtB2018 - Starlantis - Natlas Trail,,8.99,89,1727,04-Jun-2018
467,Noe,Accessing,,8.38,51,2082,30-May-2018
468,Osvaldo,The Temple of Seth,,7.11,387,4768,22-May-2018
469,Sponge,Ice Age 3 - 24 - Nothing left but Ashes,challenging,9.69,678,10874,21-May-2018
470,Clara,Ice Age 3 - 24 - Nothing left but Ashes,challenging,9.69,678,10874,21-May-2018
471,masha,Ice Age 3 - 24 - Nothing left but Ashes,challenging,9.69,678,10874,21-May-2018
472,Samu,Forgotten Island,challenging,8.81,41,2244,07-May-2018
473,theGRG1999,Tomb Raider - Striking Resemblance (Beta),,2.40,209,2917,30-Apr-2018
474,Dreamfall,Shattered Ties,medium,9.13,82,3903,28-Apr-2018
475,Psiko,Hypersquare Seasons 1 + 2,,9.75,"10,800",7024,21-Apr-2018
476,DJ Full,Cakeworld Rebake,,8.88,99,2285,20-Apr-2018
477,Alex Chap,The Ilinx Experience,medium,7.82,29,1849,15-Apr-2018
478,Sponge,Aspidetr Easter Time 2018 - Yu Tu Island,medium,8.35,39,2160,02-Apr-2018
479,DaroRaider,Entryway,,8.81,51,2748,02-Apr-2018
480,LoreRaider,Aspidetr Easter Time 2018 - Dreaming into the Past,,8.46,60,2088,31-Mar-2018
481,Greywolf,Aspidetr Easter Time 2018 - Charades in Venice,,8.89,68,3159,29-Mar-2018
482,Talos,Aspidetr Easter Time 2018 - Louloudaki Island,easy,8.09,114,2843,26-Mar-2018
483,Opaque79,Quest for the Golden Armour,,8.07,37,2079,26-Mar-2018
484,HSwyming,Dragons Dagger,,7.90,99,3141,19-Mar-2018
485,Marcos,Send Nero to Hell!,,8.48,149,3211,06-Mar-2018
486,sonnyd83,1943: The Black Diamond Part 1,,8.68,84,3091,08-Feb-2018
487,Sabatu,Quest for Immortality,,8.78,213,5322,09-Jan-2018
488,MBog,Hollywood Mini Adventures - Holiday Special,easy,6.25,63,2788,31-Dec-2017
489,LoreRaider,LB Advent Calendar 2017 - Another Christmas Spell,medium,8.87,54,3582,24-Dec-2017
490,Jesus C.Croft,LB Advent Calendar 2017 - Another Christmas Spell,medium,8.87,54,3582,24-Dec-2017
491,Talos,LB Advent Calendar 2017 - Another Christmas Spell,medium,8.87,54,3582,24-Dec-2017
492,Sponge,LB Advent Calendar 2017 - Another Christmas Spell,medium,8.87,54,3582,24-Dec-2017
493,AgentXP,LB Advent Calendar 2017 - Forest Kingdom,medium,9.48,136,5702,20-Dec-2017
494,thewolf,The Great Chi,,8.63,27,2934,19-Dec-2017
495,Talos,LB Advent Calendar 2017 - A Sailor Xmas,easy,7.74,48,2382,19-Dec-2017
496,Sabatu,Quest for Immortality (Demo),,8.42,139,3210,12-Dec-2017
497,Eelkemama,LB Advent Calendar 2017 - The Cross for Santa Claus - Part 1 & 2,easy,7.82,101,3163,12-Dec-2017
498,Danath,Mystic Realm,,8.06,30,2751,07-Dec-2017
499,LoreRaider,LB Advent Calendar 2017 - The Frozen Mask,,7.64,46,2290,05-Dec-2017
500,Max,Pearl of Kojada,challenging,9.33,226,8563,27-Nov-2017
501,Sabatu,Tomb Raider - Crystal of Life Remake (Demo),,7.38,109,3058,25-Nov-2017
502,Alphonse,Three Kingdoms,,7.73,64,2717,10-Nov-2017
503,Feder,Ruins of the Lost City,easy,8.98,82,5783,07-Nov-2017
504,MpGrill,The Cottage,,9.09,125,5288,07-Nov-2017
505,Opaque79,Forbidden Jungle,,7.83,22,2149,04-Nov-2017
506,Ram16,Pachamama - The Return (Demo),,7.35,51,1841,04-Nov-2017
507,Franky,Chaos (Caos),,6.10,66,1959,04-Nov-2017
508,mathew9r,Path to Damnation,,7.57,151,3330,07-Oct-2017
509,thewolf,Return to 40 Fathoms,,6.64,16,2160,07-Oct-2017
510,Dreamfall,Rescue Hannah,medium,7.77,263,4434,16-Sep-2017
511,thewolf,Oil Rig Escapade,medium,5.86,15,1934,15-Sep-2017
512,Gabriel Oliveira,The Amazonian Scroll,,6.80,119,3119,10-Sep-2017
513,Gabriel Oliveira,Neon,,8.17,74,2495,05-Sep-2017
514,Colin Benson,The Nightmare Curse,,8.21,208,4133,05-Sep-2017
515,Opaque79,Lost in the Caves,,6.61,24,1843,27-Aug-2017
516,Feder,Templars Secret (Beta Release),,8.73,74,3164,20-Aug-2017
517,AoDfan,Tomb Raider Re-Imagined - Peru,,7.95,110,4690,30-Jul-2017
518,Ruu11,Karels Manor,,6.35,47,4105,22-Jul-2017
519,Baddy82,The Halls of Records,easy,7.51,264,4507,16-Jul-2017
520,Danath,Lost Temple of the Pyrenees,medium,7.62,51,3411,15-Jul-2017
521,Talos,Tomb Raider - The Citadel,,8.63,189,3969,10-Jul-2017
522,Opaque79,Temple of Danger,,6.62,23,2247,28-Jun-2017
523,Feder,Tomb of the Ancient Warriors,medium,9.06,49,4401,25-Jun-2017
524,tombraiderfreak,Stow Away (Demo),,6.46,29,1706,23-Jun-2017
525,Feder,The Hidden Dagger,medium,9.15,36,6400,05-Jun-2017
526,sonnyd83,Return to Luds Gate,,8.50,67,3094,01-Jun-2017
527,Mert,Rescue Anaya - Part 1,challenging,7.64,171,3713,26-May-2017
528,Seth94,Relics of Power (Part 5),,8.80,171,3933,22-May-2017
529,Franky,Parallel Universe (Universo Parallelo),,6.69,64,2279,17-May-2017
530,Greywolf,Aspidetr Easter Time 2017 - Holidays with Spirits,medium,7.95,71,3189,16-Apr-2017
531,Jose,BtB2016 - The Buried City of Susa,,8.33,94,2841,15-Apr-2017
532,Chronicles5,BtB2016 - Lara Croft and the Forty Thieves,challenging,9.22,110,3853,15-Apr-2017
533,Octo,BtB2016 - Bandits Keep,easy,6.80,76,1817,15-Apr-2017
534,Mr XY,BtB2016 - Secrets of a Lost City,very challenging,9.50,98,4787,15-Apr-2017
535,Tolle87,BtB2016 - When Ancients ruled the World,,8.48,111,2023,15-Apr-2017
536,Greywolf,BtB2016 - The Temple of the Venerables,,7.71,91,1786,15-Apr-2017
537,Lara Croft,BtB2016 - Sandstorm over Daraya,,8.35,124,2036,15-Apr-2017
538,Jesus C.Croft,BtB2016 - The Tale of the Lost Brother,medium,9.39,127,4380,15-Apr-2017
539,LoreRaider,BtB2016 - In Search of Immortality,medium,8.74,99,2263,15-Apr-2017
540,AgentXP,BtB2016 - Lara of Arabia,,9.23,102,4059,15-Apr-2017
541,eRIC,BtB2016 - Before the Afterglow,,9.29,114,2945,15-Apr-2017
542,Amethyste,BtB2016 - A Perfume from Ispahan,,7.47,81,1746,15-Apr-2017
543,Isis,BtB2016 - Finding Aladdin,,8.53,82,1953,15-Apr-2017
544,IvanTRFan,BtB2016 - The Prison of the Daeva,,7.64,81,2020,15-Apr-2017
545,Sponge,Aspidetr Easter Time 2017 - Runes of Dawn,medium,9.37,45,4587,14-Apr-2017
546,Talos,Aspidetr Easter Time 2017 - Scaramucce,easy,7.68,62,2782,10-Apr-2017
547,Seth94,Relics of Power (Part 4),,8.55,172,3568,05-Apr-2017
548,911,Tomb Raiders,,6.48,129,4200,27-Jan-2017
549,Alphonse,Zipangu,,8.61,89,3862,26-Jan-2017
550,Owin,The Palatium of Ankh,challenging,6.39,193,3564,24-Jan-2017
551,Nico,The Caves (Demo),,6.56,30,1726,16-Jan-2017
552,Drakan,Princess Lara of Persia (Demo),medium,8.11,44,2765,13-Jan-2017
553,Gabriel Oliveira,Land Beyond Dreams 2,,7.72,65,3226,12-Jan-2017
554,Mert,Search for the Ora Dagger,,7.75,81,2703,01-Jan-2017
555,MBog,20 Years of Memories,,5.90,280,5940,31-Dec-2016
556,Greywolf,Natla Technologies Building,medium,7.69,44,2975,28-Dec-2016
557,LoreRaider,LB Advent Calendar 2016 - Another Present,easy,8.88,51,4999,23-Dec-2016
558,Jesus C.Croft,LB Advent Calendar 2016 - Another Present,easy,8.88,51,4999,23-Dec-2016
559,Sponge,LB Advent Calendar 2016 - Another Present,easy,8.88,51,4999,23-Dec-2016
560,masha,LB Advent Calendar 2016 - Another Present,easy,8.88,51,4999,23-Dec-2016
561,vinraider,Tomb Raider Requiem,,9.78,311,12726,22-Dec-2016
562,MpGrill,Silent Hill,challenging,8.52,293,9520,09-Dec-2016
563,mugs,LB Advent Calendar 2016 - A Letter from Santa,medium,8.49,51,2810,03-Dec-2016
564,matrix54,Create a Classic: 20 years of TR - Tomb Raider Battle Arena,challenging,8.05,316,5452,02-Dec-2016
565,GeekOfComedy,Create a Classic: 20 years of TR - Caves,medium,6.80,72,2509,02-Dec-2016
566,DCW123,Create a Classic: 20 years of TR - Rome (Beta Demo),easy,5.84,25,1919,02-Dec-2016
567,kaufi-lc,Create a Classic: 20 years of TR - Search for the Sun Seraph,medium,9.12,75,5911,02-Dec-2016
568,Shakira Croft,Create a Classic: 20 years of TR - The Temple of Isis,medium,8.84,68,3228,02-Dec-2016
569,Mordyga,Create a Classic: 20 years of TR - The Hike,challenging,8.31,43,2392,02-Dec-2016
570,LoreRaider,Create a Classic: 20 years of TR - The Lost Egyptian Hand,easy,8.11,39,2636,02-Dec-2016
571,Erikku,Create a Classic: 20 years of TR - The Dragon Statues,challenging,7.62,86,2717,02-Dec-2016
572,Sabatu,Create a Classic: 20 years of TR - Catacomb,easy,7.32,40,2100,02-Dec-2016
573,AgentXP,Create a Classic: 20 years of TR - Temple of Amen Ra,challenging,9.13,231,6422,02-Dec-2016
574,Suahel,Temple of Ancients,,2.00,21,1282,30-Nov-2016
575,Suahel,Lara's Big Pool Room,easy,0.70,14,3099,21-Nov-2016
576,jawi,The Sapphire Hunt,,9.25,166,4565,21-Nov-2016
577,Gabriel Oliveira,Tomb Raider Salvation,,8.15,419,8300,11-Nov-2016
578,Pascal Scherer,The Golden City - Quest for the Lost Seraph,challenging,8.04,121,2854,11-Nov-2016
579,alan,Ankh of Death,,5.91,40,1865,11-Nov-2016
580,Mert,Tomb of Yarok,,5.44,33,2039,09-Oct-2016
581,alan,Find the Dragons,,2.88,20,1658,06-Oct-2016
582,Sharon,Chambers of Knowledge,,7.39,116,3302,01-Oct-2016
583,sonnyd83,#E.V.I.L,,7.93,103,3196,18-Sep-2016
584,MizzCroft,Sunken Temple,,5.83,26,1792,31-Aug-2016
585,BHM Productions,Purgatory Elementary,,5.84,54,2569,28-Jul-2016
586,Gabriel Oliveira,Tomb Raider Salvation (Part 5) - The Shard,,8.07,419,6533,22-Jul-2016
587,raidertom,Return to the Old Spire,,9.13,84,4011,11-Jul-2016
588,Gabriel Oliveira,Tomb Raider Salvation (Part 4) - Penglai Shan,,8.17,419,6424,05-Jul-2016
589,Topixtor,Drilling Site Demo,,6.80,49,2123,30-Jun-2016
590,JesseG,The Wolf Pack - Part 1,medium,9.27,46,3700,10-Jun-2016
591,Ruu11,From Darkness to Light,,4.72,24,1822,08-Jun-2016
592,mathew9r,Temple of the Moon,,8.33,60,3032,01-Jun-2016
593,Kaslerka,Lara Croft and the Tomb of the Gods,,8.88,532,9324,16-May-2016
594,Franky,Frankys Castle (Il Castello di Franky),,5.48,68,2157,16-May-2016
595,Hani Deek,Thames Wharf Remake,,7.50,128,3636,12-May-2016
596,BHM Productions,The Mystery of London Zoo,,6.19,39,2580,04-May-2016
597,CityOfLara,Venice Building,,2.57,27,1812,01-May-2016
598,CityOfLara,The Trident,,2.35,17,1484,22-Apr-2016
599,Leona,Search for the Crystal,,5.57,27,1795,19-Apr-2016
600,911,The Cradle of Life,,6.92,323,6419,12-Apr-2016
601,Osvaldo,The Temple (Demo),,5.39,27,1628,12-Apr-2016
602,BHM Productions,Catacombs of Bellona,easy,3.51,24,1815,01-Apr-2016
603,Greywolf,Aspidetr Easter Time 2016 - The Secret of the Forbidden Town,,8.72,615,8486,27-Mar-2016
604,Dnf Productions,The Training - Episode Zero (Revised Version),,9.69,461,8696,25-Mar-2016
605,Uzi Master,The Victoria Stone,,8.03,157,3825,22-Mar-2016
606,Seth94,Relics of Power (Part 3),medium,8.57,170,4316,09-Mar-2016
607,Karol,Tinnos Challenge,challenging,4.05,179,3235,09-Mar-2016
608,The Mark,The Heroes Hammer,medium,8.27,153,4286,08-Mar-2016
609,sonnyd83,1943: The Iron Cross,,8.63,103,3790,25-Feb-2016
610,Nick,Late Summer,medium,8.73,94,4436,11-Feb-2016
611,Gabriel Oliveira,Tomb Raider Salvation (Part 3) - Into the Depths,,8.11,419,7279,15-Jan-2016
612,Coco Gamer,Hardcore Project 5,,0.73,16,1538,02-Jan-2016
613,Bigfoot,City of Memory,medium,9.22,97,5852,02-Jan-2016
614,Mr XY,LB Advent Calendar 2015 - Pegasus Fairytale,easy,8.79,45,3437,23-Dec-2015
615,Codo,TR Forge Advent Calendar 2015 - The Forge,easy,9.13,46,2924,23-Dec-2015
616,LoreRaider,LB Advent Calendar 2015 - Another Town,medium,9.13,117,6473,22-Dec-2015
617,Jesus C.Croft,LB Advent Calendar 2015 - Another Town,medium,9.13,117,6473,22-Dec-2015
618,tombraiderxii,LB Advent Calendar 2015 - Another Town,medium,9.13,117,6473,22-Dec-2015
619,Sponge,LB Advent Calendar 2015 - Another Town,medium,9.13,117,6473,22-Dec-2015
620,Mr XY,LB Advent Calendar 2015 - Another Town,medium,9.13,117,6473,22-Dec-2015
621,masha,LB Advent Calendar 2015 - Another Town,medium,9.13,117,6473,22-Dec-2015
622,AgentXP,TR Forge Advent Calendar 2015 - Winstons Christmas Calamity,,8.65,117,4170,21-Dec-2015
623,LoreRaider,LB Advent Calendar 2015 - An Ice Cave,,5.88,29,1760,21-Dec-2015
624,Sponge,LB Advent Calendar 2015 - Home in Heart and Spirit,easy,8.61,44,3170,19-Dec-2015
625,Lara_Fox_Croft,Koons Must Die!,,3.17,26,1748,18-Dec-2015
626,mugs,LB Advent Calendar 2015 - The Gingerbread Man,challenging,8.16,82,3147,14-Dec-2015
627,DJ Full,TR Forge Advent Calendar 2015 - The Train to Nowhere,,8.68,110,3529,12-Dec-2015
628,LarasBoyfriend,TR Forge Advent Calendar 2015 - The Train to Nowhere,,8.68,110,3529,12-Dec-2015
629,tombraiderxii,LB Advent Calendar 2015 - Lost in the Canyons 2 (Demo),,9.18,160,4300,11-Dec-2015
630,Coco Gamer,Hardcore Project 4,,1.50,16,1082,11-Dec-2015
631,Tombraider95,TR Forge Advent Calendar 2015 - TR2 Revised Sneak Peek,,8.19,126,7268,10-Dec-2015
632,AoDfan,TR Forge Advent Calendar 2015 - Tomb Raider Reimagined (Demo),,7.28,26,2396,04-Dec-2015
633,Eelkemama,LB Advent Calendar 2015 - No Christmas without Lara,,8.25,104,3148,02-Dec-2015
634,TC14,Curse of Gold - Chapter 1: Reaching the City,,9.32,115,4889,17-Nov-2015
635,Marcos,The Chalice II - Mysterium Revelatum,,8.98,75,3132,30-Oct-2015
636,Coco Gamer,Hardcore Project 3,,1.28,17,1152,27-Oct-2015
637,Nick21,The Manuscript of the Andes,,7.14,61,3306,27-Oct-2015
638,Coco Gamer,Hardcore Project 2,,0.55,22,1180,23-Oct-2015
639,Sal,Lost in Temple,,5.98,43,3168,11-Oct-2015
640,Sabatu,BtB2015 - The Lost Tomb of Pandora,easy,7.71,93,3175,11-Oct-2015
641,Talos,BtB2015 - Tragodia,,7.02,68,2051,11-Oct-2015
642,Jose,BtB2015 - Amalthea Island,,8.56,94,2334,11-Oct-2015
643,Eelkemama,BtB2015 - House of Riddles,,7.02,76,1897,11-Oct-2015
644,Shakira Croft,BtB2015 - Little Santorini,medium,8.68,79,2187,11-Oct-2015
